school_name,city,state,website,directory
la fargeville central school,lafargeville,new york,https://www.lafargevillecsd.org/,https://www.lafargevillecsd.org/Page/89
lafayette academy,new york,new york,https://www.lafayetteacademynyc.com/,https://www.schools.nyc.gov/schools/M256
lagrange academy,lagrange,georgia,https://www.lagrangeacademy.org/,https://lagrangeacademy.org/directory
fiorello h laguardia high school,new york,new york,https://www.laguardiahs.org/,https://m485.echalksites.com/directory/faculty
lahainaluna high school,lahaina,hawaii,https://www.lahainalunahs.org/,https://www.lahainalunahs.org/apps/staff/
los angeles senior high school,los angeles,california,https://www.lahigh.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647331935352
la junta jrsr high school,la junta,colorado,https://www.lajuntaschools.org/page/la-junta-jrsr-high-school,https://www.lajuntaschools.org/staff
lincoln high school,lake city,minnesota,https://www.lake-city.k12.mn.us/,https://www.lake-city.k12.mn.us/page/members/letter/H
lake mills senior high school,lake mills,iowa,https://www.lake-mills.k12.ia.us/,https://www.lake-mills.k12.ia.us/staff/
lake catholic high school,mentor,ohio,https://www.lakecatholic.org,https://www.lakecatholic.org/about/faculty-and-staff.cfm
lake city high school,lake city,michigan,https://www.lakecityschools.net/o/lchs,https://www.lakecityschools.net/staff
lake country lutheran high school,hartland,wisconsin,https://www.lakecountryhs.org/,https://www.lakecountryhs.org/faculty
lake county high school,leadville,colorado,https://www.lakecountyschools.net/lchs/,https://www.lakecountyschools.net/lchs/about-our-school/staff/
lake erie international high school,cleveland,ohio,https://www.lakeeriehigh.org/,https://www.lakeeriehigh.org/apps/pages/index.jsp?uREC_ID=1833721&type=d&pREC_ID=1988690
lake fenton high school,linden,michigan,https://www.lakefentonschools.org/o/lake-fenton-high-school,https://www.lakefentonschools.org/o/lake-fenton-high-school/staff
lakeland senior high school,lagrange,indiana,https://www.lakelandhighschool.com/,https://hs.lakelandlakers.org/staff
lakeland copper beech middle school,shrub oak,new york,https://www.lakelandschools.org/,https://www.lakelandschools.org/copperbeech/staff_directory/index.php
lake park audubon secondary,lake park,minnesota,https://www.lakeparkaudubon.com/schools/secondary/,https://www.lakeparkaudubon.com/staff
clear lake high,lakeport,california,https://www.lakeport.k12.ca.us/Domain/10#calendar1/20220214/month,https://www.cde.ca.gov/schooldirectory/details?cdscode=17640301732304
lake ridge academy,north ridgeville,ohio,https://www.lakeridgeacademy.org/,https://www.lakeridgeacademy.org/about/school-directory/staff
thomas a edison jr sr high school,lake station,indiana,https://www.lakes.k12.in.us/eh,https://www.lakes.k12.in.us/domain/581
lakeshore high school,stevensville,michigan,https://www.lakeshorepublicschools.net/o/lhs,https://www.lakeshoreschools.org/staff_directory
the lakeside school,eufaula,alabama,https://www.lakesidechiefs.net/,https://www.lakesidechiefs.net/about/faculty-and-staff.cfm
lakeside high school,hot springs,arkansas,https://www.lakesidesd.com/283292_3,https://www.lakesidesd.com/26249_1
lakeview high school,columbus,nebraska,https://www.lakeview.esu7.org/domain/33,https://www.lakeview.esu7.org/domain/35
lakeview senior high school,lakeview,oregon,https://www.lakeview.k12.or.us/,https://www.lakeview.k12.or.us/
lakeview middle high school,stoneboro,pennsylvania,https://www.lakeview.k12.pa.us/domain/11,https://www.lakeview.k12.pa.us/Page/322
lake view high school,chicago,illinois,https://www.lakeviewhs.com/,https://www.lakeviewhs.com/apps/staff/
lakeville high school,otisville,michigan,https://www.lakevilleschools.org/o/lmhs,https://www.lakevilleschools.org/staff
lakewood park christian school,auburn,indiana,https://www.lakewoodparkchristianschool.com/,https://lakewoodparkchristianschool.com/portal/
lakewood high school,lakewood,new jersey,https://www.lakewoodpiners.org/,https://www.lakewoodpiners.org/domain/530
lakota high school,kansas,ohio,https://www.lakota-sandusky.k12.oh.us/high-school/,https://www.lakotaschools.org/district/staff-directory
lakota west high school,liberty township,ohio,https://www.lakotaonline.com/,https://westhigh.lakotaonline.com/contact-us/staff-directory
la lumiere school,la porte,indiana,https://www.lalumiere.org/,https://www.lalumiere.org/faculty-1
lamar county comprehensive high school,barnesville,georgia,https://www.lamar.k12.ga.us/o/lchs,https://www.lamar.k12.ga.us/o/lchs/staff
lamar high school,lamar,missouri,https://www.lamar.k12.mo.us/schools/high_school,https://www.lamar.k12.mo.us/schools/high_school/high_school_staff_directory
lamar county high intermediate,vernon,alabama,https://www.lamarcountyk12.com/Domain/11,https://www.lamarcountyk12.com/domain/2133
lamesa high school,lamesa,texas,https://www.lamesaisd.net/,https://www.lamesaisd.net/staff
lancaster high school,lancaster,new york,https://www.lancasterhs.org/,https://www.lancasterschools.org/Page/2899
lancaster high school,lancaster,wisconsin,https://www.lancastersd.k12.wi.us/schools/high/,https://www.lancastersd.k12.wi.us/district/Staff-Directory.cfm
fulton and alsbury academy of arts and engineering,lancaster,california,https://www.lancsd.org/FA,https://www.cde.ca.gov/schooldirectory/details?cdscode=19646670133462
landmark high school,new york,new york,https://www.landmarkhs.org/,https://www.schools.nyc.gov/schools/M419
langtree charter academy,mooresville,north carolina,https://www.langtreecharter.org/,https://www.langtreecharter.org/apps/staff/
high school for language and innovation,bronx,new york,https://www.languageandinnovation.org/,https://www.languageandinnovation.org/our-staff
lanse high school,lanse,michigan,https://www.lanseschools.org/#,https://www.lanseschools.org/high-school-staff.php
lansingburgh senior high school,troy,new york,https://www.lansingburgh.org/Domain/8,https://www.lansingburgh.org/high-school-staff-directory
eastern high school,lansing,michigan,https://www.lansingschools.net/eastern/,https://www.lansingschools.net/eastern/eastern-staff-directory/
jw sexton high school,lansing,michigan,https://www.lansingschools.net/sexton/,https://www.lansingschools.net/sexton/sexton-staff-directory/
lansing middle school,lansing,new york,https://www.lansingschools.org/domain/10,https://www.lansingschools.org/domain/45
burns jr and sr high school,burns,wyoming,https://www.laramie2.org/1/Home,https://bhs.laramie2.org/
lassen high school,susanville,california,https://www.lassenhigh.org/,https://www.lassenhigh.org/luhsd-district/directory/
lathrop high school,lathrop,missouri,https://www.lathropschools.com/o/lhs,https://www.lathropschools.com/o/lhs/staff
boston latin academy,dorchester,massachusetts,https://www.latinacademy.org/,https://www.latinacademy.org/apps/staff/
north laurel high school,london,kentucky,https://www.laurel.k12.ky.us/o/nlhs,https://www.laurel.k12.ky.us/staff
laurel senior high school,laurel,delaware,https://www.laurelschooldistrict.org/lhs,https://www.laurelschooldistrict.org/domain/93
laurel high school,laurel,mississippi,https://www.laurelschools.org/laurel-high-school/index,https://www.laurelschools.org/laurel-high-school/administration
laurel juniorsenior high school,new castle,pennsylvania,https://www.laurelspartans.com/middlehigh-school,https://www.laurelspartans.com/contact-us-1
laurence manning academy,manning,south carolina,https://www.laurencemanning.com/,https://www.laurencemanning.com/directory-faculty-and-staff
laurens central school,laurens,new york,https://www.laurenscs.org/,https://www.laurenscs.org/StaffDirectory.aspx
leadership academy of utah,clearfield,utah,https://www.lautah.org/,https://www.lautah.org/about-us/our-team/
lavaca high school,lavaca,arkansas,https://www.lavacaschools.com/,https://www.lavacaschools.com/lavaca_high_school_faculty_directo
la villa early college high school,la villa,texas,https://www.lavillaisd.org/o/lvechs,https://www.lavillaisd.org/o/lvechs/staff
lawrence county high school,louisa,kentucky,https://www.lawrence.k12.ky.us/o/lchs,https://www.lawrence.k12.ky.us/o/lchs/staff
lawrence county high school,moulton,alabama,https://www.lawrenceal.org/Domain/15,https://www.lawrenceal.org/domain/2070
lawson high,lawson,missouri,https://www.lawsoncardinals.org/page/3077,https://www.lawsoncardinals.org/staff
lawton high school,lawton,michigan,https://www.lawtoncs.org/,https://www.lawtoncs.org/Staff/Directory.html
macarthur high school,lawton,oklahoma,https://www.lawtonps.org/o/macarthur-sr-high,https://www.lawtonps.org/o/macarthur-sr-high/staff
lanse creuse high school,harrison township,michigan,https://www.lc-ps.org/schools/hs/lchs/,https://www.lc-ps.org/staff-directory/
loganville christian academy,loganville,georgia,https://www.lcalions.com/,https://www.linkedin.com/school/loganville-christian-academy/
east laurens high school,dublin,georgia,https://www.lcboe.net/1/Home,https://www.lcboe.net/1/Staff
lima central catholic high school,lima,ohio,https://www.lcchs.edu,https://www.lcchs.edu/staff
lake charles college prep,lake charles,louisiana,https://www.lccp.us/,https://www.lccp.us/apps/staff/departmental.jsp?show=TDE
lancaster county christian school leola campus,lancaster,pennsylvania,https://www.lccs.cc/,https://www.lccs.cc/about/meet-the-team
lake center christian school,hartville,ohio,https://www.lccs.com/,https://www.lccs.com/about-us/faculty-staff/
lake country christian school,fort worth,texas,https://www.lccs.org/,https://www.lccs.org/faculty/
lawrence county ctc,new castle,pennsylvania,https://www.lcctceagles.com/,https://www.lcctceagles.com/faculty-staff
ripley high school,ripley,tennessee,https://www.lced.net/o/ripleyhighschool,https://www.lced.net/o/ripleyhighschool/staff
lincoln county high school,eureka,montana,https://www.lchigh.net/o/lchs,https://mslservices.mt.gov/ASPeN/Organizations/Organization_Detail?Organization_ID=1297
lake city high school,lake city,south carolina,https://www.lchs.florence3.k12.sc.us/,https://www.lchs.florence3.k12.sc.us/staff_directory
lincoln community high school,lincoln,illinois,https://www.lchsrailers.org,https://www.lchsrailers.org/en-US/staff
la canada high school,la canada,california,https://www.lchsspartans.net/,https://www.lchsspartans.net/apps/staff/
lamar cons high school,rosenberg,texas,https://www.lcisd.org/campuses/lamarchs/home,https://www.lcisd.org/campuses/randlehs/about/staff-directory
broad run high,ashuburn,virginia,https://www.lcps.org/,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=728&ChannelID=836&DirectoryType=6
heritage high school,leesburg,virginia,https://www.lcps.org/,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=2372&ChannelID=2509&DirectoryType=6
loudoun county high school,leesburg,virginia,https://www.lcps.org/,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=2771&ChannelID=2850&DirectoryType=6
tuscarora high school,leesburg,virginia,https://www.lcps.org/Tuscarora,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=5214&ChannelID=5298&DirectoryType=6
woodgrove high school,purcellville,virginia,https://www.lcps.org/Woodgrove,https://www.lcps.org/Page/248738
dominion high school,sterling,virginia,https://www.lcps.org/dhs,https://www.lcps.org/Page/10045
freedom high,south riding,virginia,https://www.lcps.org/fhs,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=1803&ChannelID=1877&DirectoryType=6
loudoun valley high,purcellville,virginia,https://www.lcps.org/lvhs,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=2979&ChannelID=3083&DirectoryType=6
park view high school,sterling,virginia,https://www.lcps.org/pvhs,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=3407&ChannelID=3496&DirectoryType=6
john champe high school,ashburn,virginia,https://www.lcps.org/sbhs,https://www.lcps.org/site/Default.aspx?PageType=1&SiteID=5408&ChannelID=11905&DirectoryType=6
kinston high school,kinston,north carolina,https://www.lcpsnc.org/khs,https://www.lcpsnc.org/domain/633
north lenoir high school,la grange,north carolina,https://www.lcpsnc.org/nlhs,https://www.lcpsnc.org/domain/769
south lenoir high school,deep run,north carolina,https://www.lcpsnc.org/slhs,https://www.lcpsnc.org/domain/721
lancaster high school,lancaster,virginia,https://www.lcs.k12.va.us/o/lhs,https://www.lcs.k12.va.us/o/lhs/staff?page_no=2
loudonville christian school,loudonville,new york,https://www.lcs.org/,https://www.lcs.org/our-school/directory
brooks high school,florence,alabama,https://www.lcschools.org/Domain/12,https://www.lcschools.org/domain/164
central high school,florence,alabama,https://www.lcschools.org/Domain/12,https://www.lcschools.org/domain/196
rogers high school,florence,alabama,https://www.lcschools.org/Domain/15,https://www.lcschools.org/domain/1236
wilson high school,florence,alabama,https://www.lcschools.org/Domain/8,https://www.lcschools.org/domain/1291
lauderdale county high school,rogersville,alabama,https://www.lcschools.org/LCHS,https://www.lcschools.org/domain/99
la conner high school,la conner,washington,https://www.lcsd.wednet.edu/domain/11,https://www.lcsd.wednet.edu/Page/851
ec glass high school,lynchburg,virginia,https://www.lcsedu.net/schools/ecg,https://www.lcsedu.net/schools/ecg/about/staff-directory
heritage high school,lynchburg,virginia,https://www.lcsedu.net/schools/hhs,https://www.lcsedu.net/schools/hhs/about/staff-directory
east lincoln high school,denver,north carolina,https://www.lcsnc.org/elhs,https://www.lcsnc.org/domain/2545
lincolnton high school,lincolnton,north carolina,https://www.lcsnc.org/lhs,https://www.lcsnc.org/lhs
loretto high school,loretto,tennessee,https://www.lcss.us/lhs,https://www.lcss.us/lhs
tri cities christian academy,blountville,tennessee,https://www.lcstn.org/tca/home/,https://www.lcstn.org/tca/about
laurens district 55 high school,laurens,south carolina,https://www.ldhsraiders.org/,https://www.ldhsraiders.org/staff
lake dallas high school,lake dallas,texas,https://www.ldisd.net/,https://www.ldisd.net/site/Default.aspx?PageID=7470
lena winslow high school,lena,illinois,https://www.le-win.net/m/#show-nav,https://www.le-win.net/m/staff/
lead charter school,newark,new jersey,https://www.leadcharterschool.org/,https://www.leadcharterschool.org/lead-staff
leadership public schools richmond,richmond,california,https://www.leadps.org/,https://www.leadps.org/richmond/staff/
lps oakland r and d,richmond,california,https://www.leadps.org/richmond/,https://www.leadps.org/oakland/staff/
leap academy university charter school,camden,new jersey,https://www.leapacademycharter.org/schools/high-school/,https://www.leapacademycharter.org/about/our-team/
learning choice academy,san diego,california,https://www.learningchoice.org/About-Us/Locations/San-Diego/index.html,https://www.learningchoice.org/Contact-Us/Staff-Directory/index.html
learning post academy,santa clarita,california,https://www.learningpostacademy.org/,https://www.learningpostacademy.org/apps/staff/
smithtown christian school,smithtown,new york,https://www.learnwithscs.org/,https://www.learnwithscs.org/about/our-team/
lebanon sr high school,lebanon,missouri,https://www.lebanonr3.org/our_schools/lebanon_high_school,https://lebanonr3.org/our_schools/lebanon_high_school/staff_directory
beulah high school,valley,alabama,https://www.lee.k12.al.us/Domain/11,https://www.lee.k12.al.us/site/Default.aspx?PageType=1&SiteID=11&ChannelID=98&DirectoryType=6
lee early college,sanford,north carolina,https://www.lee.k12.nc.us/,https://www.lee.k12.nc.us/domain/3799
lee county high school,sanford,north carolina,https://www.lee.k12.nc.us/Domain/17,https://www.lee.k12.nc.us/site/Default.aspx?PageType=1&SiteID=20&ChannelID=210&DirectoryType=6
lee academy,lee,maine,https://www.leeacademy.org/,https://www.leeacademy.org/
lee academy,clarksdale,mississippi,https://www.leeacademycolts.org/,https://www.leeacademycolts.org/about/faculty-staff
leechburg area high school,leechburg,pennsylvania,https://www.leechburg.k12.pa.us/,https://www.leechburg.k12.pa.us/apps/staff/
mooreville high school,mooreville,mississippi,https://www.leecountyschools.us/schools/mooreville-high-school,https://www.leecountyschools.us/schools/mooreville-high-school/about/staff/
saltillo high school,saltillo,mississippi,https://www.leecountyschools.us/schools/saltillo-high-school,https://www.leecountyschools.us/schools/saltillo-high-school/about/staff/
shannon high school,shannon,mississippi,https://www.leecountyschools.us/schools/shannon-high-school/,https://www.leecountyschools.us/schools/shannon-high-school/about/staff/
leeds high school,leeds,alabama,https://www.leedsk12.org/Domain/11,https://www.leedsk12.org/domain/86
legacy christian academy,beaumont,texas,https://www.legacychristianacademy.org/,https://www.legacychristianacademy.org/academics/faculty-directory/
legacy early college,greenville,south carolina,https://www.legacyearlycollege.org/,https://www.legacyearlycollege.org/about/faculty-and-staff-directory
legal prep academy charter high school,chicago,illinois,https://www.legalprep.org/,http://www.legalprep.org/staff.html
legion collegiate academy,rock hill,south carolina,https://www.legioncollegiateacademy.org/,https://legioncollegiateacademy.org/our-team-2/
lehman catholic high school,sidney,ohio,https://www.lehmancatholic.com/,https://www.lehmancatholic.com/faculty-and-staff
herbert h lehman high school,bronx,new york,https://www.lehmanhs.com/,https://www.lehmanhs.com/
leilehua high school,wahiawa,hawaii,https://www.leilehua.k12.hi.us/,https://www.leilehua.k12.hi.us/apps/staff/departmental.jsp?show=TDE
le jardin academy,kailua,hawaii,https://www.lejardinacademy.org/,https://www.lejardinacademy.org/about/faculty-staff-directory
lenape technical school,ford city,pennsylvania,https://www.lenape.k12.pa.us/,https://www.zoominfo.com/pic/lenape-technical-school/22446270
lennox high school,lennox,south dakota,https://www.lennox.k12.sd.us/o/ljhsh,https://www.lennox.k12.sd.us/o/ljhsh/staff/
leonardo da vinci,sacramento,california,https://www.leonardodavincischool.org/,https://www.leonardodavincischool.org/staff
leon high school,jewett,texas,https://www.leonisd.net/apps/pages/leonhighschool,https://www.leonisd.net/apps/staff/
leon high school,tallahassee,florida,https://www.leonschools.net/,https://www.leonschools.net/domain/6292
amos p godby high school,tallahassee,florida,https://www.leonschools.net/Godby,https://www.leonschools.net/Page/2106
sail,tallahassee,florida,https://www.leonschools.net/SAIL,https://www.leonschools.net/domain/8767
chiles high school,tallahassee,florida,https://www.leonschools.net/chiles,https://www.leonschools.net/Page/26323
leslie county high school,hyden,kentucky,https://www.leslie.k12.ky.us/lchs,https://www.leslie.k12.ky.us/LCHS/Staff/
leslie high school,leslie,michigan,https://www.lesliek12.net/high-school/,https://www.lesliek12.net/staff-directory/
lower east side preparatory high school,new york,new york,https://www.lespnyc.com/,https://lespnyc.ss11.sharpschool.com/faculty
division avenue senior high school,levittown,new york,https://www.levittownschools.com/division/,https://www.levittownschools.com/division/staff/
gen douglas macarthur senior high school,levittown,new york,https://www.levittownschools.com/macarthur/,https://www.levittownschools.com/macarthur/staff/
lewiston altura secondary,lewiston,minnesota,https://www.lewalt.k12.mn.us/page/2795/mn,https://www.lewalt.k12.mn.us/page/members/letter/all
highland jr sr high school,lewistown,missouri,https://www.lewis.k12.mo.us/staff?filter_ids=61190,https://www.lewis.k12.mo.us/staff
lewis county high school,vanceburg,kentucky,https://www.lewis.kyschools.us/lewiscountyhighschool_home.aspx,https://www.lewis.kyschools.us/StaffDirectory.aspx
swansea high school,swansea,south carolina,https://www.lex4.org/shs,https://www.lex4.org/domain/1201
lexington senior high school,lexington,north carolina,https://www.lexcs.org/lshs,https://www.lexcs.org/domain/397
lexington high school,lexington,missouri,https://www.lexington.k12.mo.us/?page_id=695,https://www.lexschools.org/staff/
lexington high school,lexington,ohio,https://www.lexington.k12.oh.us/index.php/schools/high-school,https://www.lexington.k12.oh.us/index.php/contacts/high-school/high-school-teachers
lexington high school,lexington,oklahoma,https://www.lexington.k12.ok.us/48642_1,https://www.lexington.k12.ok.us/313297_2
gilbert high school,gilbert,south carolina,https://www.lexington1.net/GHS,https://www.lexington1.net/domain/269
pelion high school,pelion,south carolina,https://www.lexington1.net/PHS,https://www.lexington1.net/domain/510
white knoll high school,lexington,south carolina,https://www.lexington1.net/WKHS,https://www.lexington1.net/domain/545
irmo high school,columbia,south carolina,https://www.lexrich5.org/his,https://www.lexrich5.org/domain/4103
lexington high school,lexington,nebraska,https://www.lexschools.org/schools/lexington-high-school/,https://www.lexschools.org/staff/lexington-high-school/
west leyden high school,northlake,illinois,https://www.leyden212.org/,https://www.leyden212.org/domain/670
little falls high school,little falls,new york,https://www.lfcsd.org/,https://www.lfcsd.org/district/district_info___jobs/staff_directory
lycee francais de new york,new york,new york,https://www.lfny.org/,https://www.linkedin.com/school/lycee-francais-de-new-york/
lubavitch girls high school,chicago,illinois,https://www.lghschicago.org,https://www.lghschicago.org/our-staff
laurel highlands senior high school,uniontown,pennsylvania,https://www.lhsd.org/high-school,https://www.lhsd.org/high-school-faculty
lutheran high school of indianapolis,indianapolis,indiana,https://www.lhsi.org/,https://www.lhsi.org/academics/directory.cfm
lutheran high school of san antonio,san antonio,texas,https://www.lhssa.org/,https://www.lhssa.org/staff.html
laconia high school,laconia,new hampshire,https://www.lhssau30.org/,https://lhslaconia.weebly.com/staff-directory.html
lawton high school,lawton,oklahoma,https://www.lhswolverines.org/o/lawton-sr-high,https://www.lhswolverines.org/o/lawton-sr-high/staff
liberty benton high school,findlay,ohio,https://www.liberty-benton.org/hs-home.as,https://www.liberty-benton.org/StaffDirectory.aspx
liberty county high school,hinesville,georgia,https://www.liberty.k12.ga.us/apps/pages/index.jsp?uREC_ID=200911&type=d,https://www.libertycountyhs.org/apps/staff/
liberty christian prep school,tavares,florida,https://www.libertychristianprep.com/,https://www.libertychristianprep.com/staff
liberty high school,liberty,new york,https://www.libertyk12.org/middlehigh-school-grades-9-12/,https://www.libertyk12.org/staff-directory-results/
liberty high school,youngstown,ohio,https://www.libertylocalschools.com/1/home,https://www.libertylocalschools.com/1/Staff
wapahani high school,selma,indiana,https://www.libertyperry.org/,https://www.libertyperry.org/staff
liberty high school,spangle,washington,https://www.libertysd.us/site/Default.aspx?PageID=68,https://www.libertysd.us/domain/48
liberty union high school,baltimore,ohio,https://www.libertyunion.org/highschool_home.aspx,https://www.libertyunion.org/staffdirectory.aspx
life academy high school for film and music,brooklyn,new york,https://www.lifeacademyhsnyc.org/,https://www.schools.nyc.gov/schools/K559
life academy,oakland,california,https://www.lifeacademyoak.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=01612590130575
lifegate christian school,hamburg,oregon,https://www.lifegatechristian.org,https://lcsomaha.org/about/staff/
lifeline education charter,compton,california,https://www.lifelinecharterschool.com/,https://www.lifelinecharterschool.com/apps/staff/
life sciences secondary school,new york,new york,https://www.lifesciencesny.org/,https://www.schools.nyc.gov/employees
lifetech academy,lansing,michigan,https://www.lifetechacademy.org/,https://www.lifetechacademy.org/
lift for life academy high school,st louis,missouri,https://www.liftforlifeacademy.org/apps/pages/index.jsp?uREC_ID=3088573&type=d&pREC_ID=2352184,https://www.liftforlifeacademy.org/apps/staff/
lighthouse christian school,twin falls,idaho,https://www.lighthousecs.org/,https://www.lighthousecs.org/about/meet-our-Team.cfm
lima senior high school,lima,ohio,https://www.limacityschools.org/newwebsite/,https://www.limacityschools.org/newwebsite/index.php?page=ABOUT&cid=4&pid=
shawnee high school,lima,ohio,https://www.limashawnee.com/o/shawnee-high,https://www.limashawnee.com/o/shawnee-high/staff
lincoln county high school,stanford,kentucky,https://www.lincoln.kyschools.us/o/lchs,https://www.lincoln.kyschools.us/o/lchs/staff
lincoln new technical high school,lincoln,arkansas,https://www.lincolncsd.com/38364_1,https://www.lincolnk12.org/school-buildings/lincoln-high-school/lhs-staff-directory-webpages--contact-info/
abraham lincoln senior high school,los angeles,california,https://www.lincolnhs.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=19647331935121
lincoln senior high school,ypsilanti,michigan,https://www.lincolnk12.org/school-buildings/lincoln-high-school/,https://www.lincolnk12.org/school-buildings/staff-directory/
lincolnview jrsr high school,van wert,ohio,https://www.lincolnview.k12.oh.us/1/Home,https://www.lincolnview.k12.oh.us/staff
lindsay high school,lindsay,oklahoma,https://www.lindsay.k12.ok.us/,https://www.lindsay.k12.ok.us/staff
lingleville school,lingleville,texas,https://www.lingleville.us/,https://www.lingleville.us/staff
linn high,linn,missouri,https://www.linn.k12.mo.us/,https://www.zoominfo.com/pic/linn-high-school/373623909
lisbon high school,lisbon,iowa,https://www.lisbon.k12.ia.us/,https://www.lisbon.k12.ia.us/directory/
litchfield senior high,litchfield,minnesota,https://www.litchfield.k12.mn.us/,https://www.litchfield.k12.mn.us/page/members/letter/all
campbell high school,litchfield,new hampshire,https://www.litchfieldsd.org/campbellhighschool_home.aspx,https://www.litchfieldsd.org/StaffDirectory.aspx
lithonia high school,lithonia,georgia,https://www.lithoniahs.dekalb.k12.ga.us/,https://lithoniahs.dekalb.k12.ga.us/Staff.aspx
little axe high school,norman,oklahoma,https://www.littleaxeps.org/o/lahs,https://www.littleaxeps.org/o/lahs/staff
little chute career pathways academy,little chute,wisconsin,https://www.littlechute.k12.wi.us/schools/careerpathwaysacademy/?__cf_chl_jschl_tk__=daec1f0dae1ed8ce670b74e4ce24166ea2112780-1615979099-0-AXE0XkLL5268W8E4HOMt0v4iC5R9KjoRCMQCW6fL-NOM2MbyKNNlaP7uzlpFsj6QGDG6JTIOBb3jGG0mzgIrmTAiHZTSNWRLMo0_sDiNMEeRsILIP6FQnHw5xdD9qg0MwfOshKJ3nPdggR6ek2pISa2CC9TA95Un45mhh-6bEl8Wx1QmiXJ2-bLzGJ6opOjIw66Wq0XGTSMvWz32radt4_-yM2KJQOx4kQJ8cvRcPzaEpTyK2eEyz-dS3_xD2MTOddkjJef3XP3I64gnEvlKUobkpWtXLUCc-cgXDqgiDUdLPY7zh4-LMpxTZYCxFDSXQKhLdBAAIl2AF7VFeF959oEnvS9giUM0oTnUu37xQxT88I-qBLuKfeogY_10oLCtRP4Uqou5r3zwf3J9Prmq1OGvyvFsRgYNJjaNL48d1J36,https://www.littlechute.k12.wi.us/schools/careerpathwaysacademy/staff-directory.cfm
little chute high school,little chute,wisconsin,https://www.littlechute.k12.wi.us/schools/hs/,https://www.littlechute.k12.wi.us/schools/hs/faculty.cfm
little miami high school,morrow,ohio,https://www.littlemiamischools.com/little-miami-high-school/home-1/,https://www.littlemiamischools.com/staff-directory/little-miami-high-school-1/
littlerock high school,littlerock,california,https://www.littlerockhs.org/,https://www.littlerockhs.org/about/staff-directory
littleton high school,littleton,massachusetts,https://www.littletonps.org/high-school/index,https://www.littletonps.org/high-school/littleton-high-school-contact-information
live oak charter,petaluma,california,https://www.liveoakcharter.org/,https://www.cde.ca.gov/schooldirectory/details?cdscode=49708546119036
live oak high school,watson,louisiana,https://www.liveoakhigh.org/,https://www.liveoakhigh.org/staff
livingston academy,livingston,tennessee,https://www.livingstonwildcats.net/,https://www.livingstonwildcats.net/apps/staff/
franklin high school,livonia,michigan,https://www.livoniapublicschools.org/Domain/14,https://www.livoniapublicschools.org/domain/1646
lake lure classical academy,lake lure,north carolina,https://www.llcharter.org/,https://www.llcharter.org/staff-teachers
alliance leichtman levine environmental science high school,los angeles,california,https://www.llesat.org/,https://www.llesat.org/apps/staff/
lakeside lutheran high school,lake mills,wisconsin,https://www.llhs.org/,https://www.llhs.org/apps/pages/index.jsp?uREC_ID=320673&type=d
r k lloyde high school,lawndale,california,https://www.lloydehs.org/,https://www.lloydehs.org/apps/staff/
leadership military academy,moreno valley,california,https://www.lmaschools.org/,https://www.lmaschools.org/apps/staff/
lake mead christian academy,henderson,nevada,https://www.lmca.org/,https://www.lmca.org/about-us/leadership.cfm
lincoln sr high school,cambridge city,indiana,https://www.lmhs.wwayne.k12.in.us/,https://www.lmhs.wwayne.k12.in.us/contact-us
harriton high school,rosemont,pennsylvania,https://www.lmsd.org/harritonhs,https://www.lmsd.org/harritonhs/about/directory
lower moreland high school,huntingdon valley,pennsylvania,https://www.lmtsd.org/lmhs,https://www.lmtsd.org/directory
lake norman charter school,huntersville,north carolina,https://www.lncharter.org/Page/212,https://www.lncharter.org/Page/2324
lockport high school,lockport,new york,https://www.lockportschools.org/Domain/136,https://www.lockportschools.org/staffdirectory
locust fork high school,locust fork,alabama,https://www.locustforkhighhornets.com/,https://blcslfhs.ss19.sharpschool.com/staff_directory
logan view juniorsenior high school,hooper,nebraska,https://www.loganview.org/,https://www.loganview.org/staff
logan magnolia junior senior high school,logan,iowa,https://www.lomaschools.org/vnews/display.v/SEC/Junior%20High%20%26%20High%20School,https://www.lomaschools.org/
lomira high school,lomira,wisconsin,https://www.lomira.k12.wi.us/o/lhs,https://www.lomira.k12.wi.us/o/lhs/staff/
london high school,london,ohio,https://www.london.k12.oh.us/o/lhs,https://www.london.k12.oh.us/o/lhs/staff
longmont christian school,longmont,colorado,https://www.longmontchristian.org/,https://www.longmontchristian.org/staff
long valley,doyle,california,https://www.longvalleycs.org/Locations/Long-Valley-School-Doyle/index.html,https://www.longvalleycs.org/About/Staff-Directory/index.html
longwood high school,yaphank,new york,https://www.longwood.k12.ny.us/,https://www.longwood.k12.ny.us/departments/staff
longwood preparatory academy,bronx,new york,https://www.longwoodprep.org/,https://www.schools.nyc.gov/schools/X530
lonoke high school,lonoke,arkansas,https://www.lonokeschools.org/high,https://www.lonokeschools.org/domain/67
