,school_name,city,state,website,query,directory
1618,eastern technical high school,baltimore,maryland,https://easterntechhs.bcps.org/,"eastern technical high school in baltimore, maryland staff administration directory link",https://easterntechhs.bcps.org/about_us/staff_directory
1619,young womens leadership school,new york,new york,https://eastharlem.tywls.org/admissions/middle-school,"young womens leadership school in new york, new york staff administration directory link",https://www.tywls-astoria.org/apps/staff
1620,east nashville magnet school,nashville,tennessee,https://easthigh.mnps.org/,"east nashville magnet school in nashville, tennessee staff administration directory link",https://easthigh.mnps.org/our_school/directory
1621,east jackson high school,jackson,michigan,https://eastjacksonschools.org/our-schools/secondary-school/,"east jackson high school in jackson, michigan staff administration directory link",https://eastjacksonschools.org/staff/
1622,east academy of science and technology,brooklyn,new york,https://eastny.org/m/,"east academy of science and technology in brooklyn, new york staff administration directory link",https://www.eastny.org/
1623,east sac county high school,lake view,iowa,https://eastsac.k12.ia.us/high-school/,"east sac county high school in lake view, iowa staff administration directory link",https://eastsac.k12.ia.us/staff-directory/
1624,east union attendance center,blue springs,mississippi,https://eastunion.union.k12.ms.us/,"east union attendance center in blue springs, mississippi staff administration directory link",https://eastunion.union.k12.ms.us/staff
1625,east valley high school,yakima,washington,https://eastvalleyhigh.evsd90.org/,"east valley high school in yakima, washington staff administration directory link",https://eastvalleyhigh.evsd90.org/apps/staff
1626,eau claire high school,eau claire,michigan,https://eauclaireps.com/high-school/,"eau claire high school in eau claire, michigan staff administration directory link",https://eauclaireps.com/
1627,east beauregard high school,deridder,louisiana,https://ebhs.beau.k12.la.us/,"east beauregard high school in deridder, louisiana staff administration directory link",https://ebhs.beau.k12.la.us/245230_2
1628,east burke high school,connelly springs,north carolina,https://ebhs.burke.k12.nc.us/,"east burke high school in connelly springs, north carolina staff administration directory link",https://ebhs.burke.k12.nc.us/faculty__staff
1629,east bridgewater jrsr high school,east bridgewater,massachusetts,https://ebjshs.ebps.net/,"east bridgewater jrsr high school in east bridgewater, massachusetts staff administration directory link",https://ebjshs.ebps.net/apps/staff/
1630,mckinley senior high school,baton rouge,louisiana,https://ebrschools.org/schools/mckinleyhigh/,"mckinley senior high school in baton rouge, louisiana staff administration directory link",https://ebrschools.org/schools/mckinleyhigh/mkh-fs/
1631,northeast high school,pride,louisiana,https://ebrschools.org/venue/northeast-high-school/,"northeast high school in pride, louisiana staff administration directory link",https://ebrschools.org/venue/northeast-high-school/
1632,ecademy virtual high school,albuquerque,new mexico,https://ecademy.aps.edu/,"ecademy virtual high school in albuquerque, new mexico staff administration directory link",https://ecademy.aps.edu/contact-us
1633,early college of arvada,arvada,colorado,https://ecarvada.org/,"early college of arvada in arvada, colorado staff administration directory link",https://ecarvada.org/about-us/our-staff/
1634,escondido charter high school,escondido,california,https://echs.amhcs.org/,"escondido charter high school in escondido, california staff administration directory link",https://echs.amhcs.org/Contact/faculty-staff-directory/
1635,east carteret high school,beaufort,north carolina,https://echs.carteretcountyschools.org/,"east carteret high school in beaufort, north carolina staff administration directory link",https://echs.carteretcountyschools.org/staff_directory
1636,early college high school at dsu,dover,delaware,https://echs.desu.edu/,"early college high school at dsu in dover, delaware staff administration directory link",https://www.echs.desu.edu/staff
1637,edmonson county high school,brownsville,kentucky,https://echs.edmonson.kyschools.us/,"edmonson county high school in brownsville, kentucky staff administration directory link",https://echs.edmonson.kyschools.us/about-echs/faculty-staff
1638,early college high school,harlingen,texas,https://echs.hcisd.org/,"early college high school in harlingen, texas staff administration directory link",https://hcisd-echs.edlioschool.com/apps/staff/
1639,preparatory for early college high school,rio grande city,texas,https://echs.myrgcgisd.org/o/pechs,"preparatory for early college high school in rio grande city, texas staff administration directory link",http://echs.rgccisd.org/
1640,east clarendon middle high school,turbeville,south carolina,https://ecmh.clarendon4.org/en-US,"east clarendon middle high school in turbeville, south carolina staff administration directory link",https://www.clarendon2.k12.sc.us/site/Default.aspx?PageType=1&SiteID=442&ChannelID=1031&DirectoryType=6
1641,econ river high charter,orlando,florida,https://econriverhs.com/,"econ river high charter in orlando, florida staff administration directory link",https://econriverhs.com/apps/staff/
1642,emmanuel christian school,hartsville,south carolina,https://ecscrusaders.com/,"emmanuel christian school in hartsville, south carolina staff administration directory link",https://www.ecscrusaders.com/about/staff
1643,edgewood high,west covina,california,https://edgewoodib.wcusd.org/,"edgewood high in west covina, california staff administration directory link",https://edgewoodib.wcusd.org/directory
1644,east davidson high school,thomasville,north carolina,https://edhs.davidson.k12.nc.us/,"east davidson high school in thomasville, north carolina staff administration directory link",https://edhs.davidson.k12.nc.us/apps/staff/
1645,edinburg high school,edinburg,texas,https://edinburg.ecisd.us/,"edinburg high school in edinburg, texas staff administration directory link",https://edinburg.ecisd.us/apps/staff/
1646,edison high schoolfareira skills,philadelphia,pennsylvania,https://edison.philasd.org/,"edison high schoolfareira skills in philadelphia, pennsylvania staff administration directory link",https://edison.philasd.org/
1647,edison high school,richmond,ohio,https://edisonwildcats.org/homepage/schools/high-school-junior-high/,"edison high school in richmond, ohio staff administration directory link",https://edisonwildcats.org/homepage/schools/high-school-junior-high/staff-listing-ehs/
1648,edmondson westside high school,baltimore,maryland,https://edmondson-westside.org/,"edmondson westside high school in baltimore, maryland staff administration directory link",https://edmondson-westside.org/apps/staff/
1649,edna karr high school,new orleans,louisiana,https://ednakarr.inspirenolacharterschools.org/,"edna karr high school in new orleans, louisiana staff administration directory link",https://ednakarr.inspirenolacharterschools.org/staff_directory
1650,catoctin high school,thurmont,maryland,https://edu.fcps.org/chs/home,"catoctin high school in thurmont, maryland staff administration directory link",https://edu.fcps.org/chs/staff
1651,gov thomas johnson high school,frederick,maryland,https://edu.fcps.org/gtjhs/home,"gov thomas johnson high school in frederick, maryland staff administration directory link",https://edu.fcps.org/gtjhs/staff
1652,brunswick high school,brunswick,maryland,https://education.fcps.org/bhs/,"brunswick high school in brunswick, maryland staff administration directory link",https://edu.fcps.org/bhs/staff
1653,greenwood laboratory school,springfield,missouri,https://education.missouristate.edu/greenwood/,"greenwood laboratory school in springfield, missouri staff administration directory link",https://www.greenwood.missouristate.edu/staff
1654,executive education academy charter school,allentown,pennsylvania,https://ee-schools.org/,"executive education academy charter school in allentown, pennsylvania staff administration directory link",https://ee-schools.org/about/charter-school-administration/staff-directory-2/
1655,elk grove charter,elk grove,california,https://egcs.egusd.net/,"elk grove charter in elk grove, california staff administration directory link",https://egcs.egusd.net/Staff-Directory/
1656,east grand rapids high school,grand rapids,michigan,https://egrhs.egrps.org/,"east grand rapids high school in grand rapids, michigan staff administration directory link",https://egrhs.egrps.org/staff-directory/
1657,buckeye trail high school,lore city,ohio,https://eguernsey.k12.oh.us/high-school/,"buckeye trail high school in lore city, ohio staff administration directory link",https://eguernsey.k12.oh.us/staff/
1658,edmonds heights k 12,edmonds,washington,https://eheights.edmonds.wednet.edu/,"edmonds heights k 12 in edmonds, washington staff administration directory link",https://eheights.edmonds.wednet.edu/staff-directory
1659,east hall high school,gainesville,georgia,https://ehhs.hallco.org/web/,"east hall high school in gainesville, georgia staff administration directory link",https://www.hallco.org/web/portfolio-item/east-hall-high-school/
1660,school of government and public administration,paterson,new jersey,https://ehs-pps-nj.schoolloop.com/,"school of government and public administration in paterson, new jersey staff administration directory link",https://www.patersonnj.gov/egov/apps/staff/directory.egov?view=group;group=structure
1661,edgewood high school,ashtabula,ohio,https://ehs.buckeyeschools.info/,"edgewood high school in ashtabula, ohio staff administration directory link",https://ehs.buckeyeschools.info/Staff-Directory/index.html
1662,enka high school,candler,north carolina,https://ehs.buncombeschools.org/,"enka high school in candler, north carolina staff administration directory link",https://ehs.buncombeschools.org/o/ehs/staff
1663,etiwanda high school,cucamonga,california,https://ehs.cjuhsd.net/,"etiwanda high school in cucamonga, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=36676523630373
1664,eaton high school,eaton,ohio,https://ehs.eaton.k12.oh.us/,"eaton high school in eaton, ohio staff administration directory link",https://www.eaton.k12.oh.us/administration
1665,edgemont junior senior high school,scarsdale,new york,https://ehs.edgemont.org/,"edgemont junior senior high school in scarsdale, new york staff administration directory link",https://ehs.edgemont.org/staff
1666,elgin high school,marion,ohio,https://ehs.elginschools.org/,"elgin high school in marion, ohio staff administration directory link",https://ehs.elginschools.org/our-school/staff-directory
1667,elkin high school,elkin,north carolina,https://ehs.elkincityschools.org/,"elkin high school in elkin, north carolina staff administration directory link",https://ehs.elkincityschools.org/apps/staff/
1668,emery high school,castle dale,utah,https://ehs.emeryschools.org/,"emery high school in castle dale, utah staff administration directory link",https://ehs.emeryschools.org/FacultyandStaff
1669,englewood high school,englewood,colorado,https://ehs.englewoodschools.net/,"englewood high school in englewood, colorado staff administration directory link",https://ehs.englewoodschools.net/our-school/staff-directory
1670,enid high school,enid,oklahoma,https://ehs.enidpublicschools.org/,"enid high school in enid, oklahoma staff administration directory link",https://ehs.enidpublicschools.org/
1671,enumclaw sr high school,enumclaw,washington,https://ehs.enumclaw.wednet.edu/,"enumclaw sr high school in enumclaw, washington staff administration directory link",https://ehs.enumclaw.wednet.edu/staff
1672,ephrata high school,ephrata,washington,https://ehs.ephrataschools.org/,"ephrata high school in ephrata, washington staff administration directory link",https://ehs.ephrataschools.org/about-us/staff-directory
1673,essex high school,tappahannock,virginia,https://ehs.essex.k12.va.us/,"essex high school in tappahannock, virginia staff administration directory link",https://ehs.essex.k12.va.us/staff
1674,estacada high school,estacada,oregon,https://ehs.estacadaschools.org/,"estacada high school in estacada, oregon staff administration directory link",https://ehs.estacadaschools.org/staff-directory
1675,eastern high school,pekin,indiana,https://ehs.ewsc.k12.in.us/,"eastern high school in pekin, indiana staff administration directory link",https://ehs.ewsc.k12.in.us/o/ehs/staff
1676,marceline high,marceline,missouri,https://ehs.fz.k12.mo.us/,"marceline high in marceline, missouri staff administration directory link",https://www.marcelineschools.org/staff
1677,ft zumwalt east high,st peters,missouri,https://ehs.fz.k12.mo.us/,"ft zumwalt east high in st peters, missouri staff administration directory link",https://ehs.fz.k12.mo.us/
1678,eisenhower high school,goddard,kansas,https://ehs.goddardusd.com/,"eisenhower high school in goddard, kansas staff administration directory link",https://ehs.goddardusd.com/
1679,evergreen high school,seattle,washington,https://ehs.highlineschools.org/,"evergreen high school in seattle, washington staff administration directory link",https://ehs.highlineschools.org/staff-directory
1680,eustis high school,eustis,florida,https://ehs.lake.k12.fl.us/,"eustis high school in eustis, florida staff administration directory link",https://ehs.lake.k12.fl.us/teachers
1681,enterprise high school,enterprise,utah,https://ehs.washk12.org/,"enterprise high school in enterprise, utah staff administration directory link",https://ehs.washk12.org/faculty/
1682,eagleridge high school,klamath falls,oregon,https://ehsr3.org/,"eagleridge high school in klamath falls, oregon staff administration directory link",https://ehsr3.org/staff-directory-3/
1683,eisenhower high school,lawton,oklahoma,https://eisenhower-sr-high.lawtonps.org/o/eisenhower-sr-high,"eisenhower high school in lawton, oklahoma staff administration directory link",https://www.lawtonps.org/o/eisenhower-sr-high/staff
1684,dwight d eisenhower high school,blue island,illinois,https://eisenhower.chsd218.org/,"dwight d eisenhower high school in blue island, illinois staff administration directory link",https://eisenhower.chsd218.org/apps/staff/
1685,east jackson comprehensivehigh school,jackson,georgia,https://ejchs.jacksonschoolsga.org/,"east jackson comprehensivehigh school in jackson, georgia staff administration directory link",https://ejchs.jacksonschoolsga.org/
1686,east juniata juniorsenior high school,mcalisterville,pennsylvania,https://ejhs.jcsdk12.org/,"east juniata juniorsenior high school in mcalisterville, pennsylvania staff administration directory link",https://ejhs.jcsdk12.org/staff
1687,emerson jr sr high school,emerson,new jersey,https://ejshs.emersonschools.org/,"emerson jr sr high school in emerson, new jersey staff administration directory link",https://ejshs.emersonschools.org/staffdirectory
1688,esteban torres east la performing arts magnet,los angeles,california,https://elapam1-lausd-ca.schoolloop.com/,"esteban torres east la performing arts magnet in los angeles, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647330122341
1689,east lee county high school,lehigh acres,florida,https://elc.leeschools.net/,"east lee county high school in lehigh acres, florida staff administration directory link",https://elc.leeschools.net/our_school/SchoolDirectory
1690,eldon high,eldon,missouri,https://eldonmustangs.org/eldon-high-school/,"eldon high in eldon, missouri staff administration directory link",https://eldonmustangs.org/staff/
1691,eleanor mcmain secondary school,new orleans,louisiana,https://eleanormcmain.inspirenolacharterschools.org/,"eleanor mcmain secondary school in new orleans, louisiana staff administration directory link",https://eleanormcmain.inspirenolacharterschools.org/staff_directory
1692,edward little high school,auburn,maine,https://elhs.auburnschl.edu/,"edward little high school in auburn, maine staff administration directory link",https://elhs.auburnschl.edu/staff_directory
1693,elizabeth learning center,cudahy,california,https://elizabethlc-lausd-ca.schoolloop.com/,"elizabeth learning center in cudahy, california staff administration directory link",https://elizabethlc-lausd-ca.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1526110449627&vdid=is4f52e1zlxtwi
1694,elkhorn,stockton,california,https://elkhorn.lodiusd.net/,"elkhorn in stockton, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=39685856042063
1695,ellenville high school,ellenville,new york,https://ellenvillehs.ss11.sharpschool.com/,"ellenville high school in ellenville, new york staff administration directory link",https://ellenvillehs.ss11.sharpschool.com/for_parents/staff_directory
1696,ellet high school,akron,ohio,https://ellet.akronschools.com/,"ellet high school in akron, ohio staff administration directory link",https://ellet.akronschools.com/for_staff
1697,robert elliott alternative education center,modesto,california,https://elliott.mcs4kids.com/,"robert elliott alternative education center in modesto, california staff administration directory link",https://elliott.mcs4kids.com/o/elliott/staff
1698,h h ellis technical high school,danielson,connecticut,https://ellis.cttech.org/,"h h ellis technical high school in danielson, connecticut staff administration directory link",https://ellis.cttech.org/about/staff-directory/
1699,lincoln juniorsenior high school,ellwood city,pennsylvania,https://ellwood.k12.pa.us/apps/pages/index.jsp?uREC_ID=1449827&type=d&pREC_ID=1610437,"lincoln juniorsenior high school in ellwood city, pennsylvania staff administration directory link",https://ellwood.k12.pa.us/apps/staff/
1700,elmira high school,elmira,new york,https://elmirahighschool.elmiracityschools.com/,"elmira high school in elmira, new york staff administration directory link",https://elmirahighschool.elmiracityschools.com/staff_directory
1701,elmore county high school,eclectic,alabama,https://elmorecounty.ech.schoolinsites.com/,"elmore county high school in eclectic, alabama staff administration directory link",https://elmorecountyhighelmoreal.schoolinsites.com/faculty
1702,elyria high school,elyria,ohio,https://elyriahigh.elyriaschools.org/,"elyria high school in elyria, ohio staff administration directory link",https://elyriahigh.elyriaschools.org/announcements/staff_directory
1703,emerald high school,greenwood,south carolina,https://emd.gwd50.org/,"emerald high school in greenwood, south carolina staff administration directory link",https://emd.gwd50.org/apps/staff/
1704,emerson k 12,kirkland,washington,https://emersonk12.lwsd.org/,"emerson k 12 in kirkland, washington staff administration directory link",https://emersonk12.lwsd.org/about-us/staff-directory
1705,ellender memorial high school,houma,louisiana,https://emh-tpsd-la.schoolloop.com/,"ellender memorial high school in houma, louisiana staff administration directory link",https://emh-tpsd-la.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1593847018037&vdid=9i14f392kcjh2tc
1706,east marion high school,columbia,mississippi,https://emhmarionk12ms.schoolinsites.com/,"east marion high school in columbia, mississippi staff administration directory link",https://emhmarionk12ms.schoolinsites.com/staff
1707,eastern montgomery high school,elliston,virginia,https://emhs.mcps.org/,"eastern montgomery high school in elliston, virginia staff administration directory link",https://emhs.mcps.org/staff_pages/administration
1708,eno river academy,hillsborough,north carolina,https://enoriveracademy.org/,"eno river academy in hillsborough, north carolina staff administration directory link",https://enoriveracademy.org/department/administration/
1709,liberty christian school,richland,washington,https://enroll-liberty.com/,"liberty christian school in richland, washington staff administration directory link",https://www.libertychristian.net/about/faculty.cfm
1710,basis oro valley,oro valley,arizona,https://enrollbasis.com/about-basis-charter-schools/,"basis oro valley in oro valley, arizona staff administration directory link",https://www.linkedin.com/company/basis-oro-valley
1711,basis ahwatukee,phoenix,arizona,https://enrollbasis.com/ahwatukee/,"basis ahwatukee in phoenix, arizona staff administration directory link",https://enrollbasis.com/ahwatukee/
1712,basis chandler,chandler,arizona,https://enrollbasis.com/chandler/,"basis chandler in chandler, arizona staff administration directory link",https://www.linkedin.com/school/basis-chandler/
1713,basis flagstaff,flagstaff,arizona,https://enrollbasis.com/flagstaff/,"basis flagstaff in flagstaff, arizona staff administration directory link",https://enrollbasis.com/flagstaff/
1714,basis peoria,peoria,arizona,https://enrollbasis.com/peoria/,"basis peoria in peoria, arizona staff administration directory link",https://www.linkedin.com/school/basis-peoria-35/
1715,basis phoenix,phoenix,arizona,https://enrollbasis.com/phoenix/,"basis phoenix in phoenix, arizona staff administration directory link",https://enrollbasis.com/phoenix/
1716,basis scottsdale,scottsdale,arizona,https://enrollbasis.com/scottsdale/,"basis scottsdale in scottsdale, arizona staff administration directory link",https://enrollbasis.com/scottsdale/
1717,basis tucson north,tucson,arizona,https://enrollbasis.com/tucson-north/,"basis tucson north in tucson, arizona staff administration directory link",https://enrollbasis.com/tucson-north/
1718,enterprise charter high school,clearwater,florida,https://enterprisehs.org/,"enterprise charter high school in clearwater, florida staff administration directory link",https://enterprisehs.org/program/our-team/
1719,envision academy for arts and technology,oakland,california,https://envisionacademy.org/,"envision academy for arts and technology in oakland, california staff administration directory link",https://envisionacademy.org/high-school-faculty-and-staff-directory/
1720,summit view independent study,riverside,california,https://eoc.riversideunified.org/schools/summit_view_home_based_program,"summit view independent study in riverside, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=33672153330362
1721,edoptions aoi program,peoria,arizona,https://eohighschool.com/,"edoptions aoi program in peoria, arizona staff administration directory link",https://support.google.com/websearch/answer/134479?hl=en&sa=X&ved=2ahUKEwiN3dmF0YyAAxW8g4kEHWA3BQ0QjfsDegQIBxAC
1722,esperanza preparatory academy,new york,new york,https://epaschool.org/,"esperanza preparatory academy in new york, new york staff administration directory link",https://epaschool.org/staff/
1723,east prairie high school,east prairie,missouri,https://ephs.eastprairie.org/,"east prairie high school in east prairie, missouri staff administration directory link",https://ephs.eastprairie.org/families/staff_directory
1724,east pennsboro high school,enola,pennsylvania,https://ephs.epasd.org/,"east pennsboro high school in enola, pennsylvania staff administration directory link",https://ephs.epasd.org/apps/staff/
1725,epic charter excellence performance innovation citizenship,anaheim,california,https://epiccalifornia.org/,"epic charter excellence performance innovation citizenship in anaheim, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=30103060134239
1726,excel high school,excel,alabama,https://eps.monroe.k12.al.us/,"excel high school in excel, alabama staff administration directory link",https://eps.monroe.k12.al.us/staff_directory
1727,easthampton high school,easthampton,massachusetts,https://epsd.us/easthampton-high-school/,"easthampton high school in easthampton, massachusetts staff administration directory link",https://epsd.us/easthampton-high-school/school-directory
1728,easthampton high,easthampton,massachusetts,https://epsd.us/index.php/easthampton-high-school/,"easthampton high in easthampton, massachusetts staff administration directory link",https://epsd.us/easthampton-high-school/school-directory
1729,east ridge high school,clermont,florida,https://erh.lake.k12.fl.us/,"east ridge high school in clermont, florida staff administration directory link",https://erh.lake.k12.fl.us/teachers
1730,east ridge high school,chattanooga,tennessee,https://erhs.hcde.org/,"east ridge high school in chattanooga, tennessee staff administration directory link",https://erhs.hcde.org/directory
1731,east ridge high school,lick creek,kentucky,https://erhs.pike.kyschools.us/,"east ridge high school in lick creek, kentucky staff administration directory link",https://erhs.pike.kyschools.us/staff-directory-61-2-1
1732,eastern randolph high school,ramseur,north carolina,https://erhs.randolph.k12.nc.us/,"eastern randolph high school in ramseur, north carolina staff administration directory link",https://erhs.randolph.k12.nc.us/meetourstaff
1733,east rutherford high school,bostic,north carolina,https://erhs.rcsnc.org/,"east rutherford high school in bostic, north carolina staff administration directory link",https://erhs.rcsnc.org/apps/pages/index.jsp?uREC_ID=1642883&type=d
1734,east robertson high school,cross plains,tennessee,https://erhs.rcstn.net/,"east robertson high school in cross plains, tennessee staff administration directory link",https://erhs.rcstn.net/faculty_and_staff/high_school_faculty
1735,city arts and tech high school,san francisco,california,https://es-cat.org/,"city arts and tech high school in san francisco, california staff administration directory link",https://es-cat.org/about-us/faculty-and-staff-directory/
1736,east moriches school,east moriches,new york,https://eschneyer5.wixsite.com/emoms,"east moriches school in east moriches, new york staff administration directory link",https://www.emoschools.org/Administration.aspx
1737,pasco eschool virtual franchise,spring hill,florida,https://eschool.pasco.k12.fl.us/high-school-9-12/,"pasco eschool virtual franchise in spring hill, florida staff administration directory link",https://eschool.pasco.k12.fl.us/staff/
1738,east st john high school,reserve,louisiana,https://esjh.stjohn.k12.la.us/,"east st john high school in reserve, louisiana staff administration directory link",https://esjh.stjohn.k12.la.us/apps/pages/index.jsp?uREC_ID=534970&type=d&pREC_ID=1140915
1739,espanola valley high school,espanola,new mexico,https://espanolaespanolavalley.ss9.sharpschool.com,"espanola valley high school in espanola, new mexico staff administration directory link",https://espanolaespanolavalley.ss9.sharpschool.com/contact_school/staff_directory
1740,eunice high school,eunice,louisiana,https://eunicehigh.slpsb.org/,"eunice high school in eunice, louisiana staff administration directory link",https://www.slpsb.org/o/ehs
1741,eagles view academy,jacksonville,florida,https://evajax.com/,"eagles view academy in jacksonville, florida staff administration directory link",https://evajax.com/staff/
1742,evart high school,evart,michigan,https://evartps.org/schools/high-school/,"evart high school in evart, michigan staff administration directory link",https://evartps.org/schools/high-school/high-school-staff-directory/
1743,everest academy,clarkston,michigan,https://everestcatholic.org/,"everest academy in clarkston, michigan staff administration directory link",https://everestcatholic.org/contact-us/faculty-staff/
1744,evergreen high school,metamora,ohio,https://evergreen.ss10.sharpschool.com/cms/one.aspx?siteId=800428,"evergreen high school in metamora, ohio staff administration directory link",https://www.evgvikings.org/staff_directory
1745,evergreen valley high,san jose,california,https://evhs.schoolloop.com/,"evergreen valley high in san jose, california staff administration directory link",https://evergreenvalley.esuhsd.org/Staff-Directory/index.html
1746,excel academy,denver,colorado,https://excelacademy.dpsk12.org/,"excel academy in denver, colorado staff administration directory link",https://excel-academy.jeffcopublicschools.org/our_school/staff_list
1747,excel academy charter,irvine,california,https://excelacademy.education/,"excel academy charter in irvine, california staff administration directory link",https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37754160139386
1748,excel center clarksville,clarksville,indiana,https://excelcenter.org/,"excel center clarksville in clarksville, indiana staff administration directory link",https://excelcenter.org/
1749,the excel center kokomo,kokomo,indiana,https://excelcenter.org/,"the excel center kokomo in kokomo, indiana staff administration directory link",https://www.goodwillexcelcenter.org/staff/thomas-pengelly/
1750,excel center muncie,muncie,indiana,https://excelcenter.org/,"excel center muncie in muncie, indiana staff administration directory link",https://www.linkedin.com/in/brandon-marks-9183697a
1751,excel center south bend,south bend,indiana,https://excelcenter.org/,"excel center south bend in south bend, indiana staff administration directory link",https://www.in.gov/icsb/icsb-schools/excel-center-south-bend/
1752,excel center richmond,richmond,indiana,https://excelcenter.org/campus/richmond/,"excel center richmond in richmond, indiana staff administration directory link",https://www.in.gov/icsb/icsb-schools/excel-center-richmond/
1753,the excel center lafayette,lafayette,indiana,https://excelcenter.org/lafayette/,"the excel center lafayette in lafayette, indiana staff administration directory link",https://excelcenter.org/lafayette/
1754,excel christian school,sparks,nevada,https://excelchristianschool.org/,"excel christian school in sparks, nevada staff administration directory link",https://excelchristianschool.org/about-us/staff/
1755,berenece carlson home hospital,north hollywood,california,https://explorelausd.schoolmint.net/school-finder/schools/1148/berenece-carlson-home-hospital-school,"berenece carlson home hospital in north hollywood, california staff administration directory link",https://www.cde.ca.gov/schooldirectory/details?cdscode=19647336069157
1756,explore charter school,brooklyn,new york,https://exploreschools.org/,"explore charter school in brooklyn, new york staff administration directory link",https://www.schools.nyc.gov/schools/K704
1757,first assembly christian school,cordova,tennessee,https://facsmemphis.org/,"first assembly christian school in cordova, tennessee staff administration directory link",https://www.linkedin.com/school/first-assembly-christian-school/
1758,fair senior high,minneapolis,minnesota,https://fair.mpls.k12.mn.us/,"fair senior high in minneapolis, minnesota staff administration directory link",https://fair.mpls.k12.mn.us/Staff
1759,johanna perrin middle school,fairport,new york,https://fairport.org/our-schools/johanna-perrin-middle-school/,"johanna perrin middle school in fairport, new york staff administration directory link",https://www.fairport.org/our-schools/johanna-perrin-middle-school/
1760,first academy leesburg,leesburg,florida,https://faleesburg.com/,"first academy leesburg in leesburg, florida staff administration directory link",https://faleesburg.com/staff/
1761,fallbrook high school,fallbrook,california,https://fallbrookhs.fuhsd.net/,"fallbrook high school in fallbrook, california staff administration directory link",https://www.fallbrookhs.org/fallbrook/faculty-staff-fallbrook
1762,fayette academy,somerville,tennessee,https://fayetteacademy.org/,"fayette academy in somerville, tennessee staff administration directory link",https://fayetteacademy.org/about/administrative-staff/
1763,first baptist christian academy,pasadena,texas,https://fbcatx.org/,"first baptist christian academy in pasadena, texas staff administration directory link",https://fbcatx.org/meet-our-staff/
1764,northland christian education system,kansas city,missouri,https://fcaclassical.org/,"northland christian education system in kansas city, missouri staff administration directory link",https://www.northlandchristianed.com/staff
1765,farragut career academy high school,chicago,illinois,https://fcaib.org/,"farragut career academy high school in chicago, illinois staff administration directory link",https://www.farragutcareeracademy.org/apps/staff/
1766,fairfield central high school,winnsboro,south carolina,https://fchs.fairfield1.org/,"fairfield central high school in winnsboro, south carolina staff administration directory link",https://fchs.fairfield1.org/apps/pages/index.jsp?uREC_ID=1251017&type=d&pREC_ID=1476202
1767,forrest city high school,forrest city,arkansas,https://fchs.fcmustangs.net/,"forrest city high school in forrest city, arkansas staff administration directory link",https://fchs.fcmustangs.net/15009_1
1768,franklin county high school,carnesville,georgia,https://fchs.franklin.k12.ga.us/,"franklin county high school in carnesville, georgia staff administration directory link",https://fchs.franklin.k12.ga.us/about/school-staff
1769,franklin high school,meadville,mississippi,https://fchs.franklincountyschoolsms.com/,"franklin high school in meadville, mississippi staff administration directory link",https://fchs.franklincountyschoolsms.com/staffdirectory
1770,franklin county high school,brookville,indiana,https://fchs.frco.k12.va.us/,"franklin county high school in brookville, indiana staff administration directory link",https://www.fccsc.k12.in.us/fchs/about-fc/faculty-and-staff-email-addresses/
1771,fort chiswell high,max meadows,virginia,https://fchs.wythe.k12.va.us/,"fort chiswell high in max meadows, virginia staff administration directory link",https://fchs.wythe.k12.va.us/staff
1772,fort chiswell high school,max meadows,virginia,https://fchs.wythe.k12.va.us/,"fort chiswell high school in max meadows, virginia staff administration directory link",https://fchs.wythe.k12.va.us/staff
1773,findlay high school,findlay,ohio,https://fcs.org/fhs/,"findlay high school in findlay, ohio staff administration directory link",https://www.fcs.org/directory
1774,central minnesota christian school,suwanee,georgia,https://fcsga.org/,"central minnesota christian school in suwanee, georgia staff administration directory link",https://www.cmcschool.org/about/support-staff.cfm
1775,friendship christian school in suwanee,suwanee,georgia,https://fcsga.org/,"friendship christian school in suwanee in suwanee, georgia staff administration directory link",https://fcsga.org/fcs-staff/
1776,frederick douglass academy ii secondary school,new york,new york,https://fda2.net/,"frederick douglass academy ii secondary school in new york, new york staff administration directory link",https://fda2.net/apps/staff/
1777,fels samuel high school,philadelphia,pennsylvania,https://fels.philasd.org/,"fels samuel high school in philadelphia, pennsylvania staff administration directory link",https://fels.philasd.org/staff/
1778,francis howell central high school,saint charles,missouri,https://fhh.fhsdschools.org/,"francis howell central high school in saint charles, missouri staff administration directory link",https://fhc.fhsdschools.org/about/staff-directory
1779,forest hill community high school,west palm beach,florida,https://fhhs.palmbeachschools.org/,"forest hill community high school in west palm beach, florida staff administration directory link",https://fhhs.palmbeachschools.org/
1780,franklin heights high school,columbus,ohio,https://fhhs.swcsd.us/,"franklin heights high school in columbus, ohio staff administration directory link",https://fhhs.swcsd.us/about-us/staff-websites
1781,francis howell north high school,st charles,missouri,https://fhn.fhsdschools.org/,"francis howell north high school in st charles, missouri staff administration directory link",https://fhn.fhsdschools.org/about/staff-directory
